"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"White Sox",63,70,0.268,0.084,1.03,0.307,0.749,0.435,0.247,0.317,0.136,88.2,1.26,4.11,3.72,3.86,3.63,0.8,0.304,0.55,0.13,0.399,0.048,0.332,2020-08-09
"Red Sox",55,67.1,0.245,0.1,1.2,0.309,0.773,0.44,0.245,0.315,0.155,89.1,1.37,4.28,4.38,4.3,4.08,0.1,0.327,0.624,0.127,0.415,0.082,0.408,2020-08-09
"Tigers",49,54.1,0.204,0.062,0.99,0.261,0.677,0.44,0.226,0.333,0.113,90,1.1,4.31,4.04,4.48,4.09,0.7,0.266,0.604,0.104,0.446,0.057,0.403,2020-08-09
"Angels",65,66,0.191,0.106,1.23,0.309,0.708,0.371,0.213,0.416,0.107,88.1,1.52,4.5,4.81,5.49,4.91,0,0.272,0.553,0.097,0.44,0.074,0.32,2020-08-09
"Giants",67,70.2,0.19,0.111,1.66,0.243,0.668,0.4,0.2,0.4,0.155,88.5,1.37,4.84,5.58,5.48,4.96,-0.8,0.252,0.59,0.094,0.442,0.074,0.33,2020-08-09
"Mets",50,57,0.273,0.103,1.26,0.291,0.679,0.463,0.177,0.361,0.151,85.4,1.3,4.89,4.12,4.09,3.85,0.5,0.336,0.57,0.144,0.408,0.081,0.289,2020-08-09
"Padres",55,58,0.22,0.089,1.71,0.269,0.671,0.455,0.168,0.377,0.175,88.7,1.29,5.28,5.09,4.72,4.27,0,0.315,0.679,0.114,0.453,0.072,0.371,2020-08-09
"Rangers",49,48,0.25,0.134,1.31,0.287,0.706,0.362,0.228,0.409,0.135,87.9,1.48,5.44,4.9,5.09,4.58,0.3,0.26,0.574,0.105,0.43,0.109,0.38,2020-08-09
"Pirates",62,68.2,0.225,0.141,0.66,0.351,0.609,0.404,0.242,0.354,0.071,89.7,1.72,5.77,4.18,5.2,4.93,0.5,0.298,0.547,0.111,0.376,0.095,0.407,2020-08-09
"Mariners",56,67.1,0.2,0.132,2.27,0.261,0.702,0.335,0.213,0.452,0.191,89.3,1.56,6.68,6.9,6.17,5.21,-1.2,0.23,0.539,0.097,0.418,0.102,0.371,2020-08-09
"Phillies",26,24.2,0.2,0.061,1.82,0.342,0.657,0.4,0.25,0.35,0.179,89,1.54,6.93,5.3,4.85,4.19,0,0.345,0.635,0.126,0.426,0.062,0.333,2020-08-09
"Reds",46,46,0.304,0.112,2.35,0.292,0.542,0.398,0.212,0.39,0.261,87.9,1.46,7.24,5.78,4.32,3.67,-0.3,0.291,0.612,0.131,0.393,0.11,0.347,2020-08-09
"Cubs",43,40.2,0.222,0.143,2.43,0.276,0.665,0.421,0.228,0.351,0.275,91.3,1.65,7.3,6.93,5.31,4.99,-0.5,0.278,0.556,0.127,0.374,0.129,0.466,2020-08-09
"Cardinals",17,18.1,0.188,0.047,0,0.122,0.667,0.449,0.163,0.388,0,88.7,0.49,0.98,2.37,4.37,4.17,0.4,0.338,0.578,0.134,0.472,0,0.265,2020-08-10
"Dodgers",69,68,0.289,0.084,0.26,0.258,0.801,0.466,0.217,0.317,0.039,86.2,0.96,1.46,2.49,3.55,3.4,1.7,0.356,0.597,0.121,0.426,0.012,0.311,2020-08-10
"Indians",44,41.2,0.319,0.061,0.43,0.247,0.812,0.323,0.226,0.452,0.048,86.3,0.84,1.51,2.47,3.79,2.97,1.1,0.308,0.577,0.123,0.441,0.105,0.274,2020-08-10
"Athletics",55,66.1,0.285,0.065,0.27,0.266,0.817,0.421,0.226,0.354,0.034,88.9,0.96,1.63,2.09,3.38,3.27,2,0.321,0.639,0.137,0.468,0.041,0.322,2020-08-10
"Braves",57,69,0.255,0.078,0.65,0.276,0.806,0.398,0.231,0.371,0.072,89,1.12,2.61,3.09,4.08,3.76,1.1,0.319,0.663,0.111,0.423,0.054,0.333,2020-08-10
"Royals",71,77,0.24,0.087,1.17,0.298,0.763,0.475,0.189,0.336,0.137,88.5,1.31,3.16,4.17,4.31,3.95,0.5,0.328,0.595,0.123,0.413,0.064,0.376,2020-08-10
"Rockies",42,48,0.246,0.067,0.75,0.272,0.754,0.43,0.203,0.367,0.085,87.6,1.06,3.19,3.4,4.2,3.71,0.8,0.271,0.6,0.106,0.443,0.054,0.31,2020-08-10
"Rays",61,75.1,0.266,0.087,0.72,0.325,0.71,0.451,0.214,0.335,0.087,87.6,1.33,3.23,3.06,3.79,3.69,1.6,0.329,0.65,0.13,0.449,0.053,0.364,2020-08-10
"Marlins",40,43,0.166,0.11,1.26,0.215,0.819,0.448,0.16,0.392,0.122,87.9,1.21,3.35,5.28,5.67,5.22,0,0.275,0.613,0.078,0.421,0.055,0.315,2020-08-10
"Blue Jays",52,56,0.274,0.128,0.8,0.259,0.73,0.414,0.207,0.379,0.094,87.8,1.25,3.38,3.67,4.34,4.21,1,0.293,0.534,0.12,0.377,0.064,0.329,2020-08-10
"Nationals",47,47.2,0.244,0.109,1.32,0.246,0.797,0.367,0.242,0.391,0.14,89.3,1.24,3.4,4.49,4.61,4.3,0.2,0.296,0.537,0.114,0.418,0.078,0.357,2020-08-10
"Brewers",43,58,0.292,0.086,1.55,0.25,0.75,0.4,0.207,0.393,0.175,87.3,1.12,3.41,4.33,3.98,3.47,0.5,0.291,0.547,0.127,0.406,0.082,0.356,2020-08-10
"Astros",56,69.2,0.21,0.133,0.78,0.328,0.764,0.422,0.233,0.345,0.085,87.6,1.65,3.49,4.47,5.31,4.98,0.5,0.228,0.537,0.104,0.448,0.058,0.353,2020-08-10
"Yankees",47,61.2,0.259,0.11,1.02,0.238,0.763,0.506,0.146,0.348,0.127,86.6,1.15,3.5,4.03,4.28,4.04,0.7,0.305,0.596,0.112,0.38,0.044,0.291,2020-08-10
"Orioles",54,62.2,0.256,0.098,0.57,0.294,0.698,0.53,0.205,0.265,0.091,88.1,1.24,3.59,3.34,3.86,3.79,1.2,0.299,0.575,0.1,0.437,0.036,0.359,2020-08-10
"Twins",51,63.2,0.295,0.098,1.55,0.284,0.805,0.338,0.185,0.478,0.147,86.3,1.24,3.82,4.26,4.28,3.65,0.7,0.306,0.629,0.14,0.428,0.082,0.358,2020-08-10
"Red Sox",58,70.1,0.252,0.1,1.15,0.3,0.775,0.45,0.243,0.307,0.155,88.9,1.32,4.09,4.23,4.16,3.98,0.2,0.331,0.631,0.133,0.417,0.079,0.402,2020-08-10
"Diamondbacks",54,61.1,0.275,0.122,1.76,0.221,0.811,0.461,0.171,0.368,0.214,88.5,1.21,4.11,5.07,4.28,4.08,-0.1,0.269,0.6,0.106,0.409,0.092,0.355,2020-08-10
"Tigers",51,56.1,0.206,0.064,0.96,0.259,0.688,0.445,0.226,0.329,0.111,89.8,1.1,4.15,3.99,4.45,4.08,0.7,0.27,0.609,0.107,0.443,0.055,0.396,2020-08-10
"White Sox",66,73,0.264,0.083,0.99,0.305,0.729,0.441,0.246,0.313,0.131,87.8,1.26,4.19,3.7,3.88,3.66,0.9,0.306,0.557,0.127,0.399,0.045,0.328,2020-08-10
"Angels",70,70.1,0.204,0.1,1.15,0.305,0.693,0.37,0.209,0.422,0.101,88.1,1.45,4.35,4.51,5.29,4.68,0.2,0.27,0.563,0.1,0.44,0.071,0.325,2020-08-10
"Mets",54,61,0.28,0.105,1.18,0.291,0.698,0.474,0.169,0.357,0.145,85.3,1.28,4.57,3.96,4,3.78,0.6,0.326,0.576,0.143,0.408,0.077,0.288,2020-08-10
"Rangers",54,52,0.261,0.141,1.21,0.287,0.716,0.366,0.231,0.403,0.13,87.8,1.48,5.19,4.73,4.98,4.55,0.4,0.252,0.556,0.105,0.426,0.103,0.382,2020-08-10
"Giants",70,72.1,0.191,0.111,1.87,0.246,0.651,0.392,0.207,0.401,0.172,88.7,1.41,5.35,5.87,5.5,4.95,-1.1,0.254,0.594,0.094,0.441,0.081,0.342,2020-08-10
"Pirates",66,75.2,0.239,0.132,0.59,0.346,0.615,0.41,0.231,0.358,0.066,89.9,1.63,5.47,3.92,5,4.65,0.8,0.298,0.54,0.121,0.381,0.089,0.418,2020-08-10
"Padres",57,60.1,0.222,0.1,1.94,0.273,0.678,0.443,0.172,0.385,0.194,89.1,1.38,5.67,5.51,4.85,4.39,-0.2,0.309,0.663,0.112,0.444,0.08,0.379,2020-08-10
"Mariners",59,70.1,0.21,0.133,2.18,0.269,0.686,0.34,0.217,0.443,0.189,89.1,1.56,6.78,6.66,5.99,5.08,-1.1,0.232,0.537,0.102,0.419,0.099,0.365,2020-08-10
"Cubs",43,40.2,0.222,0.143,2.43,0.276,0.665,0.421,0.228,0.351,0.275,91.3,1.65,7.3,6.93,5.31,4.99,-0.5,0.278,0.556,0.127,0.374,0.129,0.466,2020-08-10
"Reds",50,48.2,0.291,0.122,2.59,0.289,0.545,0.398,0.211,0.391,0.28,88.2,1.54,7.77,6.34,4.58,3.93,-0.5,0.276,0.604,0.129,0.39,0.117,0.359,2020-08-10
"Phillies",32,30,0.193,0.062,2.1,0.381,0.636,0.388,0.243,0.369,0.184,89.8,1.77,8.1,5.66,5.07,4.31,-0.2,0.346,0.641,0.122,0.437,0.077,0.375,2020-08-10
"Cardinals",17,18.1,0.188,0.047,0,0.122,0.667,0.449,0.163,0.388,0,88.7,0.49,0.98,2.37,4.37,4.17,0.4,0.338,0.578,0.134,0.472,0,0.265,2020-08-11
"Dodgers",72,71,0.286,0.088,0.25,0.255,0.809,0.479,0.21,0.311,0.038,86.3,0.96,1.39,2.54,3.59,3.47,1.7,0.352,0.597,0.12,0.428,0.012,0.305,2020-08-11
"Indians",44,41.2,0.319,0.061,0.43,0.247,0.812,0.323,0.226,0.452,0.048,86.3,0.84,1.51,2.47,3.79,2.97,1.1,0.308,0.577,0.123,0.441,0.105,0.274,2020-08-11
"Athletics",59,71.2,0.274,0.069,0.63,0.266,0.806,0.423,0.22,0.357,0.077,89,1.03,2.26,2.73,3.57,3.44,1.7,0.307,0.639,0.133,0.459,0.053,0.328,2020-08-11
"Braves",61,75.2,0.26,0.077,0.95,0.279,0.81,0.395,0.229,0.376,0.104,89.1,1.15,2.85,3.46,4.04,3.71,0.9,0.323,0.663,0.113,0.42,0.054,0.327,2020-08-11
"Royals",71,77,0.24,0.087,1.17,0.298,0.763,0.475,0.189,0.336,0.137,88.5,1.31,3.16,4.17,4.31,3.95,0.5,0.328,0.595,0.123,0.413,0.064,0.376,2020-08-11
"Brewers",44,62,0.307,0.086,1.45,0.248,0.759,0.407,0.2,0.393,0.169,87.2,1.08,3.19,4.05,3.78,3.3,0.6,0.294,0.56,0.127,0.405,0.079,0.351,2020-08-11
"Marlins",40,43,0.166,0.11,1.26,0.215,0.819,0.448,0.16,0.392,0.122,87.9,1.21,3.35,5.28,5.67,5.22,0,0.275,0.613,0.078,0.421,0.055,0.315,2020-08-11
"Rays",66,80,0.267,0.087,0.68,0.338,0.706,0.447,0.228,0.324,0.085,87.2,1.36,3.38,2.99,3.73,3.68,1.8,0.326,0.64,0.125,0.449,0.05,0.351,2020-08-11
"Blue Jays",52,56,0.274,0.128,0.8,0.259,0.73,0.414,0.207,0.379,0.094,87.8,1.25,3.38,3.67,4.34,4.21,1,0.293,0.534,0.12,0.377,0.064,0.329,2020-08-11
"Yankees",47,61.2,0.259,0.11,1.02,0.238,0.763,0.506,0.146,0.348,0.127,86.6,1.15,3.5,4.03,4.28,4.04,0.7,0.305,0.596,0.112,0.38,0.044,0.291,2020-08-11
"Rockies",47,53.2,0.253,0.068,0.67,0.291,0.724,0.438,0.208,0.354,0.078,87.9,1.12,3.52,3.19,4.05,3.63,1,0.283,0.588,0.111,0.434,0.048,0.324,2020-08-11
"Nationals",49,50.2,0.239,0.103,1.42,0.246,0.795,0.372,0.248,0.38,0.154,89.3,1.22,3.55,4.65,4.58,4.27,0.1,0.299,0.559,0.116,0.419,0.08,0.355,2020-08-11
"Orioles",54,62.2,0.256,0.098,0.57,0.294,0.698,0.53,0.205,0.265,0.091,88.1,1.24,3.59,3.34,3.86,3.79,1.2,0.299,0.575,0.1,0.437,0.036,0.359,2020-08-11
"Twins",55,67.2,0.296,0.093,1.6,0.285,0.818,0.339,0.185,0.476,0.15,86.5,1.23,3.72,4.24,4.22,3.57,0.8,0.301,0.632,0.139,0.435,0.088,0.359,2020-08-11
"Astros",58,71.2,0.205,0.131,0.88,0.333,0.751,0.412,0.227,0.361,0.09,87.5,1.69,3.89,4.63,5.46,5.02,0.5,0.23,0.533,0.101,0.444,0.065,0.35,2020-08-11
"Tigers",56,62.1,0.202,0.058,0.87,0.264,0.701,0.462,0.223,0.315,0.103,89.8,1.09,3.9,3.79,4.33,4.01,0.9,0.276,0.615,0.103,0.439,0.049,0.402,2020-08-11
"Diamondbacks",60,66.2,0.26,0.112,1.76,0.233,0.818,0.465,0.174,0.36,0.21,88.1,1.22,4.05,5.05,4.31,4.09,-0.1,0.265,0.592,0.1,0.417,0.087,0.331,2020-08-11
"Angels",75,77.1,0.204,0.107,1.05,0.299,0.68,0.371,0.21,0.419,0.094,88.5,1.44,4.31,4.43,5.31,4.76,0.4,0.269,0.559,0.101,0.433,0.07,0.348,2020-08-11
"White Sox",68,75,0.264,0.081,1.08,0.308,0.727,0.443,0.249,0.308,0.145,87.8,1.27,4.32,3.8,3.84,3.63,0.9,0.309,0.562,0.128,0.4,0.044,0.328,2020-08-11
"Red Sox",63,78.1,0.241,0.108,1.03,0.33,0.747,0.45,0.252,0.298,0.138,88.6,1.47,4.48,4.21,4.32,4.2,0.2,0.328,0.637,0.128,0.417,0.078,0.399,2020-08-11
"Padres",62,68.1,0.221,0.097,1.71,0.256,0.701,0.425,0.176,0.399,0.169,88.9,1.27,5,5.2,4.9,4.38,0,0.307,0.651,0.109,0.441,0.073,0.378,2020-08-11
"Giants",73,77,0.189,0.11,1.87,0.242,0.673,0.387,0.209,0.404,0.172,88.3,1.39,5.14,5.92,5.55,4.98,-1.2,0.262,0.608,0.093,0.442,0.081,0.332,2020-08-11
"Mets",58,65.2,0.261,0.106,1.23,0.304,0.659,0.463,0.189,0.349,0.148,85.3,1.37,5.35,4.23,4.24,4,0.5,0.322,0.577,0.139,0.409,0.073,0.294,2020-08-11
"Pirates",66,75.2,0.239,0.132,0.59,0.346,0.615,0.41,0.231,0.358,0.066,89.9,1.63,5.47,3.92,5,4.65,0.8,0.298,0.54,0.121,0.381,0.089,0.418,2020-08-11
"Rangers",59,56.2,0.247,0.147,1.43,0.287,0.709,0.373,0.22,0.407,0.148,87.6,1.55,5.72,5.27,5.28,4.79,0.1,0.248,0.544,0.1,0.43,0.099,0.382,2020-08-11
"Mariners",62,73.1,0.212,0.131,2.09,0.264,0.692,0.343,0.214,0.443,0.183,89.2,1.53,6.5,6.48,5.91,5.03,-1.1,0.235,0.537,0.103,0.419,0.095,0.371,2020-08-11
"Cubs",43,40.2,0.222,0.143,2.43,0.276,0.665,0.421,0.228,0.351,0.275,91.3,1.65,7.3,6.93,5.31,4.99,-0.5,0.278,0.556,0.127,0.374,0.129,0.466,2020-08-11
"Reds",50,48.2,0.291,0.122,2.59,0.289,0.545,0.398,0.211,0.391,0.28,88.2,1.54,7.77,6.34,4.58,3.93,-0.5,0.276,0.604,0.129,0.39,0.117,0.359,2020-08-11
"Phillies",34,31,0.187,0.058,2.61,0.404,0.584,0.393,0.25,0.357,0.225,89.9,1.94,9.87,6.35,5.07,4.32,-0.3,0.34,0.645,0.118,0.44,0.088,0.389,2020-08-11
"Cardinals",17,18.1,0.188,0.047,0,0.122,0.667,0.449,0.163,0.388,0,88.7,0.49,0.98,2.37,4.37,4.17,0.4,0.338,0.578,0.134,0.472,0,0.265,2020-08-12
"Dodgers",75,75.1,0.27,0.083,0.24,0.254,0.82,0.486,0.213,0.301,0.036,86.1,0.96,1.31,2.58,3.64,3.54,1.7,0.35,0.592,0.116,0.427,0.011,0.306,2020-08-12
"Athletics",61,76,0.269,0.074,0.71,0.269,0.829,0.413,0.214,0.372,0.082,89.1,1.08,2.25,2.94,3.77,3.57,1.7,0.303,0.638,0.129,0.459,0.049,0.335,2020-08-12
"Indians",48,46.2,0.291,0.069,0.58,0.264,0.758,0.36,0.207,0.432,0.063,87,0.96,2.51,3.02,4.17,3.32,1,0.294,0.566,0.115,0.44,0.097,0.292,2020-08-12
"Brewers",49,67,0.315,0.087,1.34,0.253,0.778,0.421,0.195,0.384,0.164,87.1,1.07,2.96,3.83,3.65,3.23,0.8,0.296,0.558,0.128,0.398,0.075,0.35,2020-08-12
"Royals",76,81,0.24,0.091,1.11,0.298,0.768,0.463,0.189,0.348,0.127,88.6,1.32,3,4.13,4.41,4.03,0.6,0.322,0.589,0.123,0.415,0.066,0.382,2020-08-12
"Braves",64,79.2,0.257,0.091,1.02,0.275,0.808,0.404,0.225,0.371,0.114,89.1,1.19,3.05,3.77,4.21,3.9,0.8,0.316,0.662,0.111,0.41,0.061,0.329,2020-08-12
"Rays",72,88.2,0.268,0.082,0.61,0.342,0.717,0.446,0.221,0.333,0.075,87.6,1.33,3.25,2.91,3.77,3.62,2,0.325,0.637,0.127,0.449,0.049,0.35,2020-08-12
"Marlins",45,47,0.161,0.121,1.15,0.218,0.806,0.449,0.169,0.382,0.115,88,1.26,3.26,5.28,5.75,5.42,0,0.269,0.593,0.083,0.425,0.065,0.317,2020-08-12
"Nationals",52,53.2,0.247,0.103,1.34,0.244,0.803,0.366,0.254,0.38,0.148,89.2,1.19,3.35,4.48,4.48,4.19,0.3,0.304,0.57,0.119,0.416,0.077,0.343,2020-08-12
"Blue Jays",56,60,0.264,0.128,0.9,0.247,0.716,0.401,0.204,0.395,0.1,88.1,1.23,3.6,3.89,4.52,4.32,0.8,0.287,0.532,0.118,0.386,0.072,0.342,2020-08-12
"Yankees",52,64.2,0.258,0.107,0.97,0.247,0.737,0.509,0.148,0.343,0.121,86.9,1.18,3.62,3.92,4.24,4,0.8,0.309,0.594,0.113,0.382,0.041,0.308,2020-08-12
"Twins",60,74.2,0.288,0.084,1.81,0.281,0.817,0.353,0.168,0.479,0.165,86.7,1.22,3.98,4.5,4.24,3.55,0.7,0.31,0.641,0.14,0.435,0.088,0.352,2020-08-12
"Tigers",60,67.2,0.198,0.054,0.8,0.262,0.68,0.468,0.214,0.318,0.094,89.8,1.06,3.99,3.69,4.36,4.01,1.1,0.288,0.608,0.109,0.434,0.045,0.393,2020-08-12
"Orioles",61,67.1,0.258,0.1,0.8,0.307,0.689,0.514,0.204,0.282,0.118,88.3,1.32,4.01,3.64,3.94,3.83,1.1,0.298,0.564,0.107,0.433,0.038,0.368,2020-08-12
"Astros",64,76.2,0.202,0.133,0.94,0.332,0.739,0.409,0.224,0.366,0.094,87.5,1.71,4.11,4.76,5.54,5.1,0.3,0.234,0.543,0.104,0.442,0.064,0.346,2020-08-12
"Angels",77,79.1,0.208,0.107,1.02,0.298,0.687,0.373,0.21,0.416,0.093,88.6,1.42,4.2,4.36,5.25,4.71,0.4,0.272,0.558,0.104,0.432,0.068,0.342,2020-08-12
"Rockies",51,55.2,0.246,0.072,0.65,0.311,0.687,0.435,0.227,0.338,0.077,87.9,1.22,4.2,3.28,4.15,3.75,1.1,0.283,0.589,0.106,0.43,0.045,0.316,2020-08-12
"White Sox",73,79.1,0.263,0.083,1.02,0.298,0.714,0.436,0.251,0.313,0.136,88,1.24,4.31,3.75,3.88,3.67,1,0.314,0.562,0.128,0.396,0.042,0.332,2020-08-12
"Diamondbacks",63,67.2,0.257,0.111,1.73,0.263,0.755,0.45,0.183,0.367,0.197,87.9,1.32,4.79,5.01,4.39,4.13,-0.1,0.263,0.58,0.099,0.417,0.089,0.333,2020-08-12
"Red Sox",66,81.2,0.239,0.113,0.99,0.339,0.718,0.452,0.252,0.296,0.132,88.9,1.53,4.85,4.22,4.39,4.29,0.2,0.322,0.637,0.126,0.415,0.078,0.404,2020-08-12
"Padres",66,71.1,0.224,0.092,1.64,0.259,0.703,0.421,0.183,0.396,0.163,89,1.26,4.92,5.04,4.84,4.29,0.1,0.307,0.644,0.111,0.44,0.069,0.391,2020-08-12
"Giants",78,82,0.186,0.115,1.76,0.249,0.683,0.398,0.201,0.402,0.163,88.5,1.41,5.05,5.83,5.59,5.07,-1.1,0.259,0.611,0.092,0.439,0.08,0.337,2020-08-12
"Mets",60,68.2,0.262,0.102,1.18,0.299,0.667,0.464,0.188,0.348,0.143,85.1,1.33,5.11,4.14,4.2,3.93,0.6,0.326,0.575,0.141,0.406,0.071,0.29,2020-08-12
"Rangers",64,61.2,0.248,0.14,1.31,0.282,0.699,0.38,0.221,0.399,0.138,87.4,1.49,5.4,4.99,5.13,4.68,0.3,0.249,0.547,0.103,0.434,0.091,0.37,2020-08-12
"Pirates",66,75.2,0.239,0.132,0.59,0.346,0.615,0.41,0.231,0.358,0.066,89.9,1.63,5.47,3.92,5,4.65,0.8,0.298,0.54,0.121,0.381,0.089,0.418,2020-08-12
"Mariners",65,76.1,0.22,0.13,2,0.259,0.696,0.346,0.215,0.439,0.181,89.2,1.48,6.25,6.26,5.74,4.91,-0.9,0.238,0.548,0.107,0.418,0.093,0.369,2020-08-12
"Cubs",45,43.2,0.215,0.135,2.27,0.261,0.671,0.427,0.21,0.363,0.244,90.8,1.56,6.8,6.63,5.34,4.96,-0.5,0.279,0.55,0.123,0.378,0.119,0.444,2020-08-12
"Reds",54,52.2,0.296,0.121,2.56,0.295,0.567,0.401,0.219,0.38,0.288,88.1,1.54,7.52,6.23,4.43,3.88,-0.5,0.287,0.611,0.133,0.389,0.117,0.372,2020-08-12
"Phillies",39,35.1,0.188,0.063,2.55,0.415,0.55,0.402,0.26,0.339,0.233,89.7,1.98,10.19,6.28,4.94,4.34,-0.3,0.336,0.636,0.114,0.422,0.086,0.398,2020-08-12
"Cardinals",17,18.1,0.188,0.047,0,0.122,0.667,0.449,0.163,0.388,0,88.7,0.49,0.98,2.37,4.37,4.17,0.4,0.338,0.578,0.134,0.472,0,0.265,2020-08-13
"Dodgers",80,79.2,0.274,0.088,0.23,0.258,0.833,0.495,0.208,0.297,0.035,86.1,0.98,1.24,2.58,3.63,3.56,1.8,0.35,0.583,0.118,0.422,0.01,0.307,2020-08-13
"Athletics",65,79.1,0.274,0.078,0.68,0.262,0.833,0.413,0.209,0.378,0.079,89.1,1.06,2.16,2.9,3.77,3.55,1.8,0.302,0.632,0.129,0.453,0.053,0.341,2020-08-13
"Indians",52,51.1,0.29,0.081,0.7,0.267,0.74,0.361,0.205,0.434,0.075,87.9,1.03,2.98,3.29,4.27,3.46,0.9,0.284,0.571,0.112,0.443,0.097,0.315,2020-08-13
"Braves",70,86.2,0.255,0.091,0.93,0.284,0.791,0.393,0.235,0.372,0.103,89.1,1.22,3.22,3.68,4.26,3.92,1,0.314,0.665,0.112,0.41,0.064,0.338,2020-08-13
"Royals",80,84,0.243,0.101,1.39,0.297,0.78,0.459,0.185,0.356,0.157,88.7,1.38,3.32,4.62,4.51,4.14,0.2,0.317,0.591,0.122,0.415,0.072,0.387,2020-08-13
"Brewers",54,72.1,0.301,0.093,1.49,0.253,0.769,0.401,0.209,0.39,0.174,87,1.13,3.36,4.2,3.88,3.45,0.7,0.293,0.546,0.121,0.395,0.079,0.337,2020-08-13
"Yankees",58,69.2,0.256,0.102,0.9,0.258,0.748,0.492,0.173,0.335,0.113,86.9,1.19,3.49,3.77,4.18,3.97,0.9,0.31,0.594,0.109,0.382,0.038,0.308,2020-08-13
"Rays",75,92.2,0.264,0.078,0.68,0.349,0.702,0.461,0.219,0.32,0.085,87.8,1.36,3.59,2.98,3.7,3.58,2.1,0.332,0.642,0.128,0.453,0.05,0.351,2020-08-13
"Blue Jays",62,67.2,0.275,0.12,0.8,0.271,0.666,0.42,0.213,0.367,0.097,87.5,1.26,3.72,3.55,4.16,4.07,1.2,0.293,0.539,0.126,0.387,0.07,0.32,2020-08-13
"Tigers",64,72,0.214,0.054,0.75,0.266,0.697,0.459,0.22,0.321,0.09,90.1,1.06,3.75,3.48,4.19,3.85,1.3,0.292,0.614,0.115,0.43,0.048,0.407,2020-08-13
"Orioles",66,73,0.269,0.099,0.74,0.312,0.699,0.518,0.209,0.272,0.115,88.3,1.3,3.82,3.44,3.74,3.7,1.5,0.304,0.571,0.112,0.432,0.036,0.37,2020-08-13
"Twins",62,77,0.289,0.082,1.75,0.283,0.822,0.352,0.168,0.48,0.16,86.5,1.21,3.86,4.39,4.21,3.51,0.7,0.306,0.651,0.141,0.44,0.085,0.342,2020-08-13
"Nationals",56,59,0.241,0.104,1.53,0.252,0.774,0.377,0.245,0.377,0.167,89.6,1.25,3.97,4.78,4.54,4.26,0.2,0.299,0.566,0.111,0.418,0.087,0.354,2020-08-13
"Astros",66,79.1,0.203,0.13,0.91,0.323,0.739,0.408,0.223,0.37,0.091,87.4,1.65,3.97,4.65,5.48,5.04,0.4,0.24,0.545,0.104,0.438,0.063,0.338,2020-08-13
"Marlins",53,53.2,0.169,0.113,1.84,0.232,0.825,0.434,0.176,0.39,0.177,88.9,1.34,4.02,6.08,5.64,5.22,-0.7,0.286,0.593,0.087,0.418,0.086,0.352,2020-08-13
"White Sox",76,82.1,0.266,0.083,0.98,0.297,0.723,0.44,0.248,0.312,0.132,88,1.23,4.15,3.67,3.84,3.64,1.1,0.319,0.563,0.13,0.395,0.041,0.326,2020-08-13
"Angels",84,84.1,0.211,0.116,0.96,0.295,0.676,0.367,0.212,0.42,0.087,88.7,1.45,4.38,4.37,5.33,4.81,0.5,0.265,0.565,0.101,0.428,0.069,0.35,2020-08-13
"Red Sox",67,87.2,0.237,0.107,1.03,0.335,0.73,0.467,0.24,0.293,0.139,88.9,1.48,4.62,4.21,4.31,4.21,0.2,0.319,0.633,0.122,0.419,0.073,0.402,2020-08-13
"Rockies",55,58.2,0.227,0.074,0.61,0.331,0.63,0.43,0.238,0.331,0.07,88.4,1.35,4.76,3.38,4.37,3.99,1,0.292,0.594,0.109,0.428,0.046,0.335,2020-08-13
"Diamondbacks",69,73.1,0.255,0.11,1.72,0.286,0.773,0.427,0.201,0.372,0.189,87.8,1.39,4.79,5.02,4.48,4.16,-0.1,0.271,0.585,0.099,0.413,0.085,0.332,2020-08-13
"Mets",66,75.2,0.271,0.097,1.43,0.296,0.696,0.454,0.189,0.357,0.171,85.7,1.3,5,4.38,4.1,3.78,0.5,0.322,0.589,0.144,0.405,0.071,0.308,2020-08-13
"Rangers",68,65.2,0.242,0.137,1.23,0.274,0.709,0.383,0.211,0.406,0.127,87.5,1.45,5.07,4.87,5.17,4.7,0.4,0.253,0.556,0.102,0.439,0.09,0.362,2020-08-13
"Giants",84,88.1,0.186,0.112,1.73,0.261,0.678,0.377,0.215,0.408,0.157,88.5,1.44,5.2,5.74,5.59,5.05,-1.2,0.259,0.606,0.09,0.437,0.074,0.337,2020-08-13
"Padres",67,72.1,0.223,0.09,1.74,0.268,0.68,0.423,0.183,0.394,0.171,89,1.3,5.35,5.17,4.84,4.28,0,0.309,0.648,0.11,0.441,0.072,0.389,2020-08-13
"Pirates",66,75.2,0.239,0.132,0.59,0.346,0.615,0.41,0.231,0.358,0.066,89.9,1.63,5.47,3.92,5,4.65,0.8,0.298,0.54,0.121,0.381,0.089,0.418,2020-08-13
"Cubs",48,46.2,0.226,0.137,2.12,0.261,0.677,0.438,0.211,0.352,0.244,90.6,1.52,6.56,6.38,5.18,4.84,-0.4,0.284,0.557,0.119,0.375,0.115,0.446,2020-08-13
"Mariners",69,78.1,0.217,0.131,1.95,0.272,0.665,0.336,0.215,0.448,0.17,89.3,1.53,6.78,6.28,5.92,4.97,-1,0.239,0.547,0.106,0.418,0.09,0.372,2020-08-13
